timestep,ck_kl,ck_tv,ck_unavailable_reason,date
648,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-20
649,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-21
650,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-24
651,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-25
652,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-26
653,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-27
654,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-28
655,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-31
656,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-01
657,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-02
658,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-03
659,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-04
660,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-07
661,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-08
662,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-09
663,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-10
664,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-11
665,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-14
666,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-15
667,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-16
668,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-17
669,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-18
670,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-21
671,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-22
672,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-23
673,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-25
674,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-28
675,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-29
676,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-30
677,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-01
678,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-02
679,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-05
680,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-06
681,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-07
682,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-08
683,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-09
684,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-12
685,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-13
686,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-14
687,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-15
688,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-16
689,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-19
690,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-20
691,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-21
692,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-22
693,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-23
694,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-27
695,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-28
696,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-29
697,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-30
698,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-03
699,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-04
700,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-05
701,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-06
702,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-09
703,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-10
704,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-11
705,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-12
706,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-13
707,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-17
708,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-18
709,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-19
710,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-20
711,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-23
712,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-24
713,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-25
714,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-26
715,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-27
716,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-30
717,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-31
718,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-01
719,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-02
720,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-03
721,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-06
722,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-07
723,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-08
724,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-09
725,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-10
726,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-13
727,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-14
728,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-15
729,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-16
730,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-17
731,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-21
732,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-22
733,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-23
734,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-24
735,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-27
736,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-28
737,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-01
738,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-02
739,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-03
740,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-06
741,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-07
742,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-08
743,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-09
744,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-10
745,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-13
746,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-14
747,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-15
748,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-16
749,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-17
750,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-20
751,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-21
752,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-22
753,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-23
754,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-24
755,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-27
756,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-28
757,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-29
758,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-30
759,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-31
760,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-03
761,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-04
762,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-05
763,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-06
764,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-10
765,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-11
766,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-12
767,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-13
768,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-14
769,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-17
770,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-18
771,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-19
772,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-20
773,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-21
774,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-24
775,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-25
776,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-26
777,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-27
778,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-28
779,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-01
780,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-02
781,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-03
782,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-04
783,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-05
784,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-08
785,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-09
786,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-10
787,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-11
788,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-12
789,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-15
790,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-16
791,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-17
792,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-18
793,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-19
794,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-22
795,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-23
796,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-24
797,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-25
798,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-26
799,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-30
800,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-31
801,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-01
802,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-02
803,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-05
804,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-06
805,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-07
806,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-08
807,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-09
808,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-12
809,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-13
810,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-14
811,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-15
812,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-16
813,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-20
814,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-21
815,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-22
816,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-23
817,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-26
818,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-27
819,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-28
820,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-29
821,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-30
822,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-03
823,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-05
824,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-06
825,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-07
826,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-10
827,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-11
828,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-12
829,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-13
830,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-14
831,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-17
832,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-18
833,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-19
834,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-20
835,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-21
836,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-24
837,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-25
838,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-26
839,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-27
840,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-28
841,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-31
842,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-01
843,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-02
844,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-03
845,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-04
846,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-07
847,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-08
848,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-09
849,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-10
850,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-11
851,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-14
852,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-15
853,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-16
854,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-17
855,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-18
856,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-21
857,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-22
858,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-23
859,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-24
860,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-25
861,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-28
862,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-29
863,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-30
864,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-31
865,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-01
866,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-05
867,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-06
868,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-07
869,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-08
870,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-11
871,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-12
872,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-13
873,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-14
874,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-15
875,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-18
876,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-19
877,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-20
878,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-21
879,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-22
880,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-25
881,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-26
882,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-27
883,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-28
884,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-29
885,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-02
886,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-03
887,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-04
888,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-05
889,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-06
890,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-09
891,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-10
892,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-11
893,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-12
894,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-13
895,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-16
896,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-17
897,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-18
898,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-19
899,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-20
900,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-23
901,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-24
902,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-25
903,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-26
904,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-27
905,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-30
906,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-31
907,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-01
908,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-02
909,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-03
910,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-06
911,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-07
912,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-08
913,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-09
914,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-10
915,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-13
916,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-14
917,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-15
918,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-16
919,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-17
920,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-20
921,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-21
