timestep,ck_kl,ck_tv,ck_unavailable_reason,date
648,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-18
649,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-19
650,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-20
651,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-21
652,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-24
653,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-25
654,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-26
655,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-27
656,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-28
657,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-31
658,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-01
659,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-02
660,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-03
661,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-04
662,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-07
663,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-08
664,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-09
665,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-10
666,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-11
667,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-14
668,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-15
669,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-16
670,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-17
671,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-18
672,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-21
673,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-22
674,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-23
675,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-25
676,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-28
677,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-29
678,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-11-30
679,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-01
680,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-02
681,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-05
682,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-06
683,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-07
684,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-08
685,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-09
686,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-12
687,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-13
688,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-14
689,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-15
690,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-16
691,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-19
692,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-20
693,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-21
694,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-22
695,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-23
696,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-27
697,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-28
698,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-29
699,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-12-30
700,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-03
701,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-04
702,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-05
703,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-06
704,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-09
705,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-10
706,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-11
707,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-12
708,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-13
709,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-17
710,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-18
711,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-19
712,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-20
713,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-23
714,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-24
715,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-25
716,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-26
717,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-27
718,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-30
719,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-01-31
720,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-01
721,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-02
722,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-03
723,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-06
724,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-07
725,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-08
726,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-09
727,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-10
728,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-13
729,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-14
730,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-15
731,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-16
732,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-17
733,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-21
734,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-22
735,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-23
736,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-24
737,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-27
738,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-02-28
739,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-01
740,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-02
741,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-03
742,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-06
743,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-07
744,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-08
745,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-09
746,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-10
747,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-13
748,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-14
749,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-15
750,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-16
751,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-17
752,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-20
753,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-21
754,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-22
755,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-23
756,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-24
757,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-27
758,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-28
759,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-29
760,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-30
761,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-03-31
762,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-03
763,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-04
764,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-05
765,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-06
766,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-10
767,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-11
768,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-12
769,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-13
770,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-14
771,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-17
772,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-18
773,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-19
774,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-20
775,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-21
776,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-24
777,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-25
778,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-26
779,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-27
780,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-04-28
781,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-01
782,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-02
783,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-03
784,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-04
785,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-05
786,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-08
787,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-09
788,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-10
789,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-11
790,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-12
791,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-15
792,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-16
793,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-17
794,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-18
795,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-19
796,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-22
797,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-23
798,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-24
799,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-25
800,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-26
801,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-30
802,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-05-31
803,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-01
804,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-02
805,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-05
806,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-06
807,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-07
808,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-08
809,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-09
810,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-12
811,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-13
812,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-14
813,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-15
814,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-16
815,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-20
816,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-21
817,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-22
818,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-23
819,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-26
820,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-27
821,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-28
822,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-29
823,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-06-30
824,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-03
825,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-05
826,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-06
827,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-07
828,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-10
829,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-11
830,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-12
831,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-13
832,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-14
833,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-17
834,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-18
835,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-19
836,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-20
837,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-21
838,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-24
839,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-25
840,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-26
841,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-27
842,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-28
843,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-07-31
844,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-01
845,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-02
846,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-03
847,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-04
848,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-07
849,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-08
850,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-09
851,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-10
852,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-11
853,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-14
854,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-15
855,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-16
856,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-17
857,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-18
858,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-21
859,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-22
860,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-23
861,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-24
862,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-25
863,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-28
864,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-29
865,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-30
866,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-08-31
867,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-01
868,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-05
869,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-06
870,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-07
871,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-08
872,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-11
873,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-12
874,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-13
875,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-14
876,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-15
877,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-18
878,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-19
879,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-20
880,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-21
881,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-22
882,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-25
883,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-26
884,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-27
885,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-28
886,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-09-29
887,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-02
888,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-03
889,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-04
890,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-05
891,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-06
892,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-09
893,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-10
894,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-11
895,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-12
896,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-13
897,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-16
898,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-17
899,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-18
900,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-19
901,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-20
902,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-23
903,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-24
904,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-25
905,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-26
906,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-27
907,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-30
908,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-10-31
909,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-01
910,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-02
911,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-03
912,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-06
913,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-07
914,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-08
915,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-09
916,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-10
917,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-13
918,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-14
919,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2023-11-15
